品种名称,物种学名,物种中文名称
八宝谷7,Oryza sativa,水稻
滇禾134,Oryza sativa,水稻
滇禾133,Oryza sativa,水稻
文糯2,Oryza sativa,水稻
文稻18,Oryza sativa,水稻
文稻19,Oryza sativa,水稻
广稻4,Oryza sativa,水稻
睿稻36,Oryza sativa,水稻
扬优香占,Oryza sativa,水稻
扬籼优2129,Oryza sativa,水稻
花优683,Oryza sativa,水稻
锦两优906,Oryza sativa,水稻
福两优176,Oryza sativa,水稻
D优64,Oryza sativa,水稻
汕优桂44,Oryza sativa,水稻
矮优S,Oryza sativa,水稻
威优49,Oryza sativa,水稻
岗(矮)优63,Oryza sativa,水稻
汕优桂34,Oryza sativa,水稻
秀优57,Oryza sativa,水稻
秋优57,Oryza sativa,水稻
秀杂,Oryza sativa,水稻
牡丹江4,Oryza sativa,水稻
七棵穗,Oryza sativa,水稻
长白7,Oryza sativa,水稻
吉82-67,Oryza sativa,水稻
徐稻2,Oryza sativa,水稻
徐州807,Oryza sativa,水稻
皖引1,Oryza sativa,水稻
冈朝阳1号A,Oryza sativa,水稻
坊主2,Oryza sativa,水稻
南农大2159,Oryza sativa,水稻
籼糯2159,Oryza sativa,水稻
合单80-036,Oryza sativa,水稻
宿辐2,Oryza sativa,水稻
青四矮2号A,Oryza sativa,水稻
扬稻2,Oryza sativa,水稻
910,Oryza sativa,水稻
BG910,Oryza sativa,水稻
农院7-1,Oryza sativa,水稻
垦稻3,Oryza sativa,水稻
合良77-382,Oryza sativa,水稻
吉粳62,Oryza sativa,水稻
吉83-16,Oryza sativa,水稻
夏北127,Oryza sativa,水稻
合江22,Oryza sativa,水稻
合交7129,Oryza sativa,水稻
黔辐53,Oryza sativa,水稻
秋光A,Oryza sativa,水稻
可香B,Oryza sativa,水稻
广两优油占,Oryza sativa,水稻
可香优籴丝,Oryza sativa,水稻
穗香优籴丝,Oryza sativa,水稻
穗香优9168,Oryza sativa,水稻
可香优裕丝,Oryza sativa,水稻
特优6188,Oryza sativa,水稻
星火优981,Oryza sativa,水稻
泰两优1808,Oryza sativa,水稻
立丰优新贵粘,Oryza sativa,水稻
珍野优11香,Oryza sativa,水稻
珍野优郁香,Oryza sativa,水稻
广8优龙丝苗,Oryza sativa,水稻
中智香优8,Oryza sativa,水稻
良相优品来,Oryza sativa,水稻
香两优1613,Oryza sativa,水稻
特优5266,Oryza sativa,水稻
厨香优556,Oryza sativa,水稻
特优723,Oryza sativa,水稻
那优5722,Oryza sativa,水稻
特优1168,Oryza sativa,水稻
先红优981,Oryza sativa,水稻
骏香优186,Oryza sativa,水稻
特优7678,Oryza sativa,水稻
浙两优丝苗,Oryza sativa,水稻
巡两优317,Oryza sativa,水稻
桂乡优909,Oryza sativa,水稻
软华优651,Oryza sativa,水稻
旱优78,Oryza sativa,水稻
汕优92,Oryza sativa,水稻
汕优20964,Oryza sativa,水稻
8126,Oryza sativa,水稻
脚永282,Oryza sativa,水稻
内中152,Oryza sativa,水稻
矮沱谷151,Oryza sativa,水稻
汕优69,Oryza sativa,水稻
水辐17,Oryza sativa,水稻
协优92,Oryza sativa,水稻
协优20964,Oryza sativa,水稻
垦丰5,Oryza sativa,水稻
冀粳1,Oryza sativa,水稻
皖稻22,Oryza sativa,水稻
80优9,Oryza sativa,水稻
丛桂224,Oryza sativa,水稻
汕优198,Oryza sativa,水稻
D优1017,Oryza sativa,水稻
辽99A,Oryza sativa,水稻
丰优880,Oryza sativa,水稻
金优多系1,Oryza sativa,水稻
辐优838,Oryza sativa,水稻
D优162,Oryza sativa,水稻
Ⅱ优桂99,Oryza sativa,水稻
Ⅰ优198,Oryza sativa,水稻
恩优995,Oryza sativa,水稻
D57A,Oryza sativa,水稻
协优507,Oryza sativa,水稻
博优桂168,Oryza sativa,水稻
威优89,Oryza sativa,水稻
金优198,Oryza sativa,水稻
汕优084,Oryza sativa,水稻
安两优402,Oryza sativa,水稻
培两优E32,Oryza sativa,水稻
两优E32,Oryza sativa,水稻
65396,Oryza sativa,水稻
广城1,Oryza sativa,水稻
胜优088,Oryza sativa,水稻
裕优083,Oryza sativa,水稻
黄华油占,Oryza sativa,水稻
黄丝粤占,Oryza sativa,水稻
黄广五占,Oryza sativa,水稻
广台7,Oryza sativa,水稻
禾龙占,Oryza sativa,水稻
合新油占,Oryza sativa,水稻
华航81,Oryza sativa,水稻
碧玉丝苗2,Oryza sativa,水稻
信两优127,Oryza sativa,水稻
中泰优银粘,Oryza sativa,水稻
深两优2018,Oryza sativa,水稻
庐香占,Oryza sativa,水稻
R香占,Oryza sativa,水稻
来优178,Oryza sativa,水稻
兴两优124,Oryza sativa,水稻
香龙优泰占,Oryza sativa,水稻
金恒优金桂丝苗,Oryza sativa,水稻
中银优珍丝苗,Oryza sativa,水稻
粤禾优3628,Oryza sativa,水稻
中映优银粘,Oryza sativa,水稻
莹两优821,Oryza sativa,水稻
台两优粤福占,Oryza sativa,水稻
银恒优金桂丝苗,Oryza sativa,水稻
勤两优华宝,Oryza sativa,水稻
金香优301,Oryza sativa,水稻
耕香优新丝苗,Oryza sativa,水稻
裕优丝占,Oryza sativa,水稻
C两优557,Oryza sativa,水稻
隆香优3117,Oryza sativa,水稻
R1110,Oryza sativa,水稻
R886,Oryza sativa,水稻
创恢977,Oryza sativa,水稻
RPE3S,Oryza sativa,水稻
宁恢9,Oryza sativa,水稻
锦优956,Oryza sativa,水稻
锦303A,Oryza sativa,水稻
隆粳868,Oryza sativa,水稻
R475,Oryza sativa,水稻
天稻320,Oryza sativa,水稻
圣020,Oryza sativa,水稻
圣稻027,Oryza sativa,水稻
圣香802,Oryza sativa,水稻
绥129287,Oryza sativa,水稻
广两优867,Oryza sativa,水稻
N4A,Oryza sativa,水稻
宁粳57,Oryza sativa,水稻
2009G-19,Oryza sativa,水稻
宁粳56,Oryza sativa,水稻
宁粳55,Oryza sativa,水稻
花129,Oryza sativa,水稻
广星优青占,Oryza sativa,水稻
63优青占,Oryza sativa,水稻
韶优552,Oryza sativa,水稻
博Ⅲ优360,Oryza sativa,水稻
博Ⅱ优382,Oryza sativa,水稻
福龙两优1402,Oryza sativa,水稻
犇优382,Oryza sativa,水稻
永丰优773,Oryza sativa,水稻
金龙优176,Oryza sativa,水稻
弘优秋占,Oryza sativa,水稻
永丰优5522,Oryza sativa,水稻
荃优760,Oryza sativa,水稻
两优5181,Oryza sativa,水稻
两优1190,Oryza sativa,水稻
两优1976,Oryza sativa,水稻
两优1999,Oryza sativa,水稻
徽两优珍丝苗,Oryza sativa,水稻
Q两优506,Oryza sativa,水稻
N两优151,Oryza sativa,水稻
野香优丰占,Oryza sativa,水稻
创两优丰占66,Oryza sativa,水稻
荃优德占,Oryza sativa,水稻
徽两优272,Oryza sativa,水稻
C两优德占,Oryza sativa,水稻
徽两优899,Oryza sativa,水稻
两优1598,Oryza sativa,水稻
欣两优三,Oryza sativa,水稻
早籼617,Oryza sativa,水稻
两优3386,Oryza sativa,水稻
同丰粳62,Oryza sativa,水稻
巡粳168,Oryza sativa,水稻
武运402,Oryza sativa,水稻
晚粳117,Oryza sativa,水稻
谷神糯116,Oryza sativa,水稻
湘融优华占,Oryza sativa,水稻
两优3962,Oryza sativa,水稻
两优4305,Oryza sativa,水稻
绿两优778,Oryza sativa,水稻
科优139,Oryza sativa,水稻
荃优528,Oryza sativa,水稻
深两优857,Oryza sativa,水稻
智两优5476,Oryza sativa,水稻
智两优5336,Oryza sativa,水稻
聚两优5476,Oryza sativa,水稻
扬两优612,Oryza sativa,水稻
荃优1273,Oryza sativa,水稻
隆两优5,Oryza sativa,水稻
隆两优1273,Oryza sativa,水稻
隆两优绿丝苗,Oryza sativa,水稻
隆两优2246,Oryza sativa,水稻
晶两优黄莉占,Oryza sativa,水稻
晶两优1988,Oryza sativa,水稻
荃优金24,Oryza sativa,水稻
隆两优2533,Oryza sativa,水稻
隆两优1401,Oryza sativa,水稻
隆两优947,Oryza sativa,水稻
晶两优3206,Oryza sativa,水稻
中广两优727,Oryza sativa,水稻
双两优508,Oryza sativa,水稻
农两优7231,Oryza sativa,水稻
德1优205,Oryza sativa,水稻
川种优749,Oryza sativa,水稻
隆两优1177,Oryza sativa,水稻
隆晶优4393,Oryza sativa,水稻
川绿优149,Oryza sativa,水稻
兴3优1141,Oryza sativa,水稻
隆两优2115,Oryza sativa,水稻
秋乡优1302,Oryza sativa,水稻
华恢765,Oryza sativa,水稻
R1319,Oryza sativa,水稻
华恢4013,Oryza sativa,水稻
华恢1706,Oryza sativa,水稻
华恢1234,Oryza sativa,水稻
华恢8401,Oryza sativa,水稻
华恢3703,Oryza sativa,水稻
臻两优3703,Oryza sativa,水稻
隆两优3817,Oryza sativa,水稻
华恢1307,Oryza sativa,水稻
华恢1401,Oryza sativa,水稻
华恢2246,Oryza sativa,水稻
华恢1019,Oryza sativa,水稻
华恢7817,Oryza sativa,水稻
华恢1308,Oryza sativa,水稻
隆8优1308,Oryza sativa,水稻
平两优丝苗,Oryza sativa,水稻
俊两优黄莉占,Oryza sativa,水稻
莉晶优4945,Oryza sativa,水稻
捷两优8612,Oryza sativa,水稻
华恢722,Oryza sativa,水稻
R3189,Oryza sativa,水稻
华恢8612,Oryza sativa,水稻
捷两优7810,Oryza sativa,水稻
华恢5438,Oryza sativa,水稻
隆8优5438,Oryza sativa,水稻
华珂226S,Oryza sativa,水稻
华润226S,Oryza sativa,水稻
珂两优1273,Oryza sativa,水稻
赞6158S,Oryza sativa,水稻
牡丹江22,Oryza sativa,水稻
牡96-1,Oryza sativa,水稻
黑交911,Oryza sativa,水稻
龙花83-079,Oryza sativa,水稻
黑粳6,Oryza sativa,水稻
黑交891,Oryza sativa,水稻
龙糯1,Oryza sativa,水稻
B639-3-1,Oryza sativa,水稻
牡丹江19,Oryza sativa,水稻
牡交80-541,Oryza sativa,水稻
东农陆稻1,Oryza sativa,水稻
东陆77-896-4,Oryza sativa,水稻
中2优308,Oryza sativa,水稻
普黏6,Oryza sativa,水稻
普粘6,Oryza sativa,水稻
水陆稻6,Oryza sativa,水稻
合陆7301,Oryza sativa,水稻
牡丹江18,Oryza sativa,水稻
牡交81-1279,Oryza sativa,水稻
牡黏3,Oryza sativa,水稻
牡交78-306,Oryza sativa,水稻
牡粘3,Oryza sativa,水稻
黑粳4,Oryza sativa,水稻
黑交813,Oryza sativa,水稻
黑粳3,Oryza sativa,水稻
黑交762,Oryza sativa,水稻
东农12,Oryza sativa,水稻
4009-3,Oryza sativa,水稻
黑粳2,Oryza sativa,水稻
黑交732,Oryza sativa,水稻
嫩江3,Oryza sativa,水稻
嫩交562-1,Oryza sativa,水稻
北斗,Oryza sativa,水稻
水陆稻5,Oryza sativa,水稻
丰产9,Oryza sativa,水稻
通育219,Oryza sativa,水稻
红香1,Oryza sativa,水稻
心待,Oryza sativa,水稻
吉农引6,Oryza sativa,水稻
吉粳805,Oryza sativa,水稻
吉03-2355,Oryza sativa,水稻
吉粳804,Oryza sativa,水稻
吉2003F53,Oryza sativa,水稻
东稻3,Oryza sativa,水稻
东稻04-478,Oryza sativa,水稻
平安粳稻8,Oryza sativa,水稻
平粳8,Oryza sativa,水稻
吉粳507,Oryza sativa,水稻
吉02-2534,Oryza sativa,水稻
吉粳506,Oryza sativa,水稻
吉2003F27,Oryza sativa,水稻
通粳788,Oryza sativa,水稻
通788,Oryza sativa,水稻
富尔稻12,Oryza sativa,水稻
鸿源209,Oryza sativa,水稻
垦稻19613,Oryza sativa,水稻
富稻60,Oryza sativa,水稻
龙庆粳12,Oryza sativa,水稻
金穗源4,Oryza sativa,水稻
天合3,Oryza sativa,水稻
惠稻1,Oryza sativa,水稻
富稻62,Oryza sativa,水稻
东富156,Oryza sativa,水稻
东富155,Oryza sativa,水稻
松科粳120,Oryza sativa,水稻
松粳86,Oryza sativa,水稻
松科粳119,Oryza sativa,水稻
松粳84,Oryza sativa,水稻
松粳83,Oryza sativa,水稻
松粳82,Oryza sativa,水稻
新峰红糯1,Oryza sativa,水稻
龙垦2103,Oryza sativa,水稻
垦稻1918,Oryza sativa,水稻
乔稻8,Oryza sativa,水稻
鸿源粘7,Oryza sativa,水稻
松粘11,Oryza sativa,水稻
粳禾20,Oryza sativa,水稻
东富153,Oryza sativa,水稻
齐粳22,Oryza sativa,水稻
益农稻10,Oryza sativa,水稻
绥粳115,Oryza sativa,水稻
壮家9,Oryza sativa,水稻
苏香粳2,Oryza sativa,水稻
香粳R109,Oryza sativa,水稻
南粳40,Oryza sativa,水稻
宁5-172,Oryza sativa,水稻
盐稻6,Oryza sativa,水稻
盐稻9621,Oryza sativa,水稻
上育418,Oryza sativa,水稻
龙稻2,Oryza sativa,水稻
哈98-86,Oryza sativa,水稻
龙盾103,Oryza sativa,水稻
龙盾94-652,Oryza sativa,水稻
龙粳11,Oryza sativa,水稻
龙育96-177,Oryza sativa,水稻
松粳5,Oryza sativa,水稻
松96-2,Oryza sativa,水稻
吉粘5,Oryza sativa,水稻
新粘3,Oryza sativa,水稻
吉粘4,Oryza sativa,水稻
丰粘5,Oryza sativa,水稻
通粘2,Oryza sativa,水稻
吉粘3,Oryza sativa,水稻
丰粘1,Oryza sativa,水稻
吉糯7,Oryza sativa,水稻
高产糯4,Oryza sativa,水稻
九粘4,Oryza sativa,水稻
文育302,Oryza sativa,水稻
九稻34,Oryza sativa,水稻
九97D19,Oryza sativa,水稻
九稻33,Oryza sativa,水稻
九91107,Oryza sativa,水稻
通育207,Oryza sativa,水稻
通育102,Oryza sativa,水稻
吉农大13,Oryza sativa,水稻
九稻32,Oryza sativa,水稻
九98C11,Oryza sativa,水稻
九稻31,Oryza sativa,水稻
九K97-12,Oryza sativa,水稻
通系9,Oryza sativa,水稻
吉粳80,Oryza sativa,水稻
吉97F17,Oryza sativa,水稻
吉粳82,Oryza sativa,水稻
生36,Oryza sativa,水稻
组培36,Oryza sativa,水稻
通育316,Oryza sativa,水稻
通育320,Oryza sativa,水稻
九稻30,Oryza sativa,水稻
九K97-54,Oryza sativa,水稻
长白11,Oryza sativa,水稻
吉丰3,Oryza sativa,水稻
吉97-3,Oryza sativa,水稻
长选10,Oryza sativa,水稻
长白13,Oryza sativa,水稻
生42,Oryza sativa,水稻
组培42,Oryza sativa,水稻
长白12,Oryza sativa,水稻
丰优103,Oryza sativa,水稻
通禾898,Oryza sativa,水稻
吉农大810,Oryza sativa,水稻
吉农大873,Oryza sativa,水稻
长粳817,Oryza sativa,水稻
松粮869,Oryza sativa,水稻
东粳79,Oryza sativa,水稻
吉粳536,Oryza sativa,水稻
C56,Oryza sativa,水稻
通禾866,Oryza sativa,水稻
Wy35,Oryza sativa,水稻
吉09-47,Oryza sativa,水稻
通禾868,Oryza sativa,水稻
GM125,Oryza sativa,水稻
通育271,Oryza sativa,水稻
吉农大771,Oryza sativa,水稻
吉农大777,Oryza sativa,水稻
九稻617,Oryza sativa,水稻
庆林713,Oryza sativa,水稻
旭粳12,Oryza sativa,水稻
福粳688,Oryza sativa,水稻
通科77,Oryza sativa,水稻
DC408-3,Oryza sativa,水稻
通育337,Oryza sativa,水稻
通系954,Oryza sativa,水稻
吉农大671,Oryza sativa,水稻
长粳619,Oryza sativa,水稻
吉农大679,Oryza sativa,水稻
汇研615,Oryza sativa,水稻
新科33,Oryza sativa,水稻
吉大198,Oryza sativa,水稻
申矮173,Oryza sativa,水稻
随1723S,Oryza sativa,水稻
禧1815S,Oryza sativa,水稻
扬籼246A,Oryza sativa,水稻
扬籼246B,Oryza sativa,水稻
扬籼9A,Oryza sativa,水稻
扬籼9B,Oryza sativa,水稻
广恢1380,Oryza sativa,水稻
广恢916,Oryza sativa,水稻
华恢4952,Oryza sativa,水稻
恢630,Oryza sativa,水稻
R630,Oryza sativa,水稻
珍野B,Oryza sativa,水稻
金恢038,Oryza sativa,水稻
H8B,Oryza sativa,水稻
H8A,Oryza sativa,水稻
瑞恢7021,Oryza sativa,水稻
交恢5,Oryza sativa,水稻
华美A,Oryza sativa,水稻
华美B,Oryza sativa,水稻
R6133,Oryza sativa,水稻
R3352,Oryza sativa,水稻
绿丝苗,Oryza sativa,水稻
金恢24,Oryza sativa,水稻
顺丰B,Oryza sativa,水稻
顺丰A,Oryza sativa,水稻
内香10B,Oryza sativa,水稻
内香10A,Oryza sativa,水稻
诸原早1,Oryza sativa,水稻
窄叶青2,Oryza sativa,水稻
铁莲矮,Oryza sativa,水稻
天津引,Oryza sativa,水稻
丘矮早1,Oryza sativa,水稻
农四,Oryza sativa,水稻
76-30,Oryza sativa,水稻
秋白,Oryza sativa,水稻
洞庭晚稻,Oryza sativa,水稻
彬晚3,Oryza sativa,水稻
2694,Oryza sativa,水稻
矮胜塘竹,Oryza sativa,水稻
广包3,Oryza sativa,水稻
温选6,Oryza sativa,水稻
早窄8,Oryza sativa,水稻
原丰4,Oryza sativa,水稻
嘉农76-2,Oryza sativa,水稻
中糯,Oryza sativa,水稻
浙引137,Oryza sativa,水稻
农桂早37,Oryza sativa,水稻
南糯11,Oryza sativa,水稻
广二选,Oryza sativa,水稻
苞丰矮,Oryza sativa,水稻
安庆晚4,Oryza sativa,水稻
桂朝1,Oryza sativa,水稻
测48,Oryza sativa,水稻
复虹30,Oryza sativa,水稻
泸晚系统,Oryza sativa,水稻
12-38,Oryza sativa,水稻
佳稻29,Oryza sativa,水稻
吉宏601,Oryza sativa,水稻
佳稻168,Oryza sativa,水稻
金诚668,Oryza sativa,水稻
珍粳895,Oryza sativa,水稻
松辽677,Oryza sativa,水稻
金谷188,Oryza sativa,水稻
庆林997,Oryza sativa,水稻
通福588,Oryza sativa,水稻
吉洋165,Oryza sativa,水稻
鸿泽8,Oryza sativa,水稻
广德1,Oryza sativa,水稻
新世纪158,Oryza sativa,水稻
峰禾115,Oryza sativa,水稻
吉盛985,Oryza sativa,水稻
通星3,Oryza sativa,水稻
通华195,Oryza sativa,水稻
吉禾699,Oryza sativa,水稻
吉禾399,Oryza sativa,水稻
升华158,Oryza sativa,水稻
吉粳325,Oryza sativa,水稻
吉粳313,Oryza sativa,水稻
吉大298,Oryza sativa,水稻
吉大288,Oryza sativa,水稻
吉农大669,Oryza sativa,水稻
吉粳567,Oryza sativa,水稻
吉粳568,Oryza sativa,水稻
长粳758,Oryza sativa,水稻
吉大859,Oryza sativa,水稻
星城B,Oryza sativa,水稻
岳恢9712,Oryza sativa,水稻
内香2B,Oryza sativa,水稻
宜香1B,Oryza sativa,水稻
谷丰B,Oryza sativa,水稻
春江16,Oryza sativa,水稻
春江16B,Oryza sativa,水稻
华37B,Oryza sativa,水稻
贵9B,Oryza sativa,水稻
贵9A,Oryza sativa,水稻
新香B,Oryza sativa,水稻
HP121,Oryza sativa,水稻
GR03122,Oryza sativa,水稻
R277,Oryza sativa,水稻
中莲恢950,Oryza sativa,水稻
怀恢98,Oryza sativa,水稻
博ⅡB,Oryza sativa,水稻
博ⅢB,Oryza sativa,水稻
秋B,Oryza sativa,水稻
N29,Oryza sativa,水稻
宜恢72,Oryza sativa,水稻
涪恢9303,Oryza sativa,水稻
涪恢9802,Oryza sativa,水稻
R272,Oryza sativa,水稻
湘香2号B,Oryza sativa,水稻
湘香2B,Oryza sativa,水稻
徐S,Oryza sativa,水稻
龙绥188,Oryza sativa,水稻
丰硕19,Oryza sativa,水稻
龙绥199,Oryza sativa,水稻
丰硕8,Oryza sativa,水稻
盛禾9,Oryza sativa,水稻
富合42,Oryza sativa,水稻
松粳71,Oryza sativa,水稻
松粳53,Oryza sativa,水稻
垦研1804,Oryza sativa,水稻
富稻26,Oryza sativa,水稻
龙粳1761,Oryza sativa,水稻
珍宝20,Oryza sativa,水稻
绿都3,Oryza sativa,水稻
佳香7,Oryza sativa,水稻
莲稻16,Oryza sativa,水稻
天农8,Oryza sativa,水稻
天农7,Oryza sativa,水稻
天农5,Oryza sativa,水稻
唯农208,Oryza sativa,水稻
鸿源204,Oryza sativa,水稻
绥研4,Oryza sativa,水稻
壮家8,Oryza sativa,水稻
富尔稻5,Oryza sativa,水稻
东富132,Oryza sativa,水稻
齐粳31,Oryza sativa,水稻
松粳56,Oryza sativa,水稻
腾稻8210,Oryza sativa,水稻
天农6,Oryza sativa,水稻
天农25,Oryza sativa,水稻
天农18,Oryza sativa,水稻
唯农203,Oryza sativa,水稻
延禾03,Oryza sativa,水稻
川优6709,Oryza sativa,水稻
万53优16,Oryza sativa,水稻
忠优107,Oryza sativa,水稻
西大9优727,Oryza sativa,水稻
川农优538,Oryza sativa,水稻
冈优960,Oryza sativa,水稻
陵优6019,Oryza sativa,水稻
渝香优8159,Oryza sativa,水稻
陵优7129,Oryza sativa,水稻
神农优415,Oryza sativa,水稻
品香优美珍,Oryza sativa,水稻
裕早粳1,Oryza sativa,水稻
晶粳1000,Oryza sativa,水稻
春优917,Oryza sativa,水稻
利两优2018,Oryza sativa,水稻
粘两优1206,Oryza sativa,水稻
两优279,Oryza sativa,水稻
Y两优粤禾丝苗,Oryza sativa,水稻
粤香晶丝,Oryza sativa,水稻
泰29A,Oryza sativa,水稻
泰29B,Oryza sativa,水稻
桂香华占,Oryza sativa,水稻
BX350,Oryza sativa,水稻
野珍,Oryza sativa,水稻
R829,Oryza sativa,水稻
沉香优雅丝香,Oryza sativa,水稻
贡香两优粤香晶丝,Oryza sativa,水稻
百香优纳丝,Oryza sativa,水稻
淮稻10,Oryza sativa,水稻
淮9836,Oryza sativa,水稻
盐粳9,Oryza sativa,水稻
盐粳9967,Oryza sativa,水稻
华粳6,Oryza sativa,水稻
华粳20316,Oryza sativa,水稻
武运粳21,Oryza sativa,水稻
武运2330,Oryza sativa,水稻
连粳20-417,Oryza sativa,水稻
新两优6380,Oryza sativa,水稻
两优6380,Oryza sativa,水稻
郑花辐9,Oryza sativa,水稻
耕耘2,Oryza sativa,水稻
冈优177,Oryza sativa,水稻
双辐优718,Oryza sativa,水稻
裕丰8,Oryza sativa,水稻
Ⅱ优1511,Oryza sativa,水稻
牟香粳1,Oryza sativa,水稻
新丰2,Oryza sativa,水稻
新丰01-48,Oryza sativa,水稻
阳光香稻,Oryza sativa,水稻
昌米446,Oryza sativa,水稻
川香优425,Oryza sativa,水稻
优Ⅰ156,Oryza sativa,水稻
宜香2084,Oryza sativa,水稻
银稻1,Oryza sativa,水稻
D香707,Oryza sativa,水稻
华优75,Oryza sativa,水稻
Z优272,Oryza sativa,水稻
蓉稻415,Oryza sativa,水稻
川香优907,Oryza sativa,水稻
中优31,Oryza sativa,水稻
Ⅱ优498,Oryza sativa,水稻
宜香2239,Oryza sativa,水稻
博优128,Oryza sativa,水稻
特优801,Oryza sativa,水稻
松香早粳,Oryza sativa,水稻
07-06,Oryza sativa,水稻
宝农203,Oryza sativa,水稻
沪粳1,Oryza sativa,水稻
沪1528,Oryza sativa,水稻
沪稻55,Oryza sativa,水稻
青角574,Oryza sativa,水稻
申优16,Oryza sativa,水稻
白壳853,Oryza sativa,水稻
苏稻1,Oryza sativa,水稻
矮双糯,Oryza sativa,水稻
苏粳7,Oryza sativa,水稻
72-1,Oryza sativa,水稻
占松垦,Oryza sativa,水稻
泸晚23,Oryza sativa,水稻
61-118,Oryza sativa,水稻
冈优900,Oryza sativa,水稻
川谷优204,Oryza sativa,水稻
泸优9803,Oryza sativa,水稻
Ⅱ优371,Oryza sativa,水稻
汕优06,Oryza sativa,水稻
两优6206,Oryza sativa,水稻
天优湘99,Oryza sativa,水稻
欣荣优5,Oryza sativa,水稻
两优6,Oryza sativa,水稻
剑90-27糯,Oryza sativa,水稻
安粳9,Oryza sativa,水稻
农育1744,Oryza sativa,水稻
台辐4,Oryza sativa,水稻
8-126,Oryza sativa,水稻
393,Oryza sativa,水稻
宜两优53,Oryza sativa,水稻
中恢171,Oryza sativa,水稻
陆两优171,Oryza sativa,水稻
辐269,Oryza sativa,水稻
陵两优69,Oryza sativa,水稻
KW718,Oryza sativa,水稻
株两优718,Oryza sativa,水稻
R26,Oryza sativa,水稻
浙5018,Oryza sativa,水稻
陵两优5018,Oryza sativa,水稻
陵两优726,Oryza sativa,水稻
洪优早1,Oryza sativa,水稻
泰1S,Oryza sativa,水稻
R1479,Oryza sativa,水稻
福恢0504,Oryza sativa,水稻
WDT05016,Oryza sativa,水稻
浙糯1A,Oryza sativa,水稻
华中1B,Oryza sativa,水稻
华浙B,Oryza sativa,水稻
中浙16B,Oryza sativa,水稻
华浙2B,Oryza sativa,水稻
